hour,id,avgspeed,cars
18,4183,81.0,3
18,4233,31.0,1
18,4235,76.0,1
18,4238,39.0,1
18,4239,10.0,2
18,4243,23.0,1
18,4248,23.0,1
18,4249,29.0,2
18,4250,7.0,2
18,4251,19.0,3
18,4256,14.0,1
18,4257,12.0,2
18,4260,23.0,4
18,4261,29.0,4
18,4262,15.0,10
18,4265,29.0,1
18,4266,16.0,3
18,4267,28.0,2
18,4277,28.0,1
18,4279,49.0,1
18,4283,80.0,3
18,4308,29.0,2
18,4309,29.0,1
18,4340,22.0,1
18,4341,49.0,1
18,4342,2.0,1
18,4345,23.0,2
18,4347,14.0,1
18,4349,5.0,1
18,4350,6.0,6
18,4351,35.0,2
18,4356,5.0,2
18,4357,10.0,5
18,4359,35.0,2
18,4361,17.0,1
18,4362,29.0,1
18,4366,21.0,1
18,4368,18.0,1
18,4369,6.0,2
18,4382,12.0,1
18,4383,71.0,1
18,4408,29.0,1
18,4412,38.0,2
18,4419,36.0,1
18,4425,28.0,1
18,4429,18.0,1
18,4430,66.0,1
18,4436,66.0,1
18,4444,10.0,4
18,4447,13.0,2
18,4448,7.0,4
18,4453,7.0,3
18,4457,27.0,3
18,4459,11.0,6
18,4463,34.0,1
18,4464,9.0,4
18,4465,6.0,2
18,4467,18.0,5
18,4470,13.0,3
18,4471,14.0,3
18,4480,60.0,1
18,4508,2.0,0
18,4521,10.0,1
18,4537,33.0,1
18,4544,15.0,1
18,4545,18.0,1
18,4547,19.0,2
18,4548,6.0,4
18,4550,28.0,1
18,4551,46.0,1
18,4552,9.0,2
18,4553,20.0,1
18,4555,26.0,1
18,4556,7.0,1
18,4557,8.0,8
18,4560,9.0,1
18,4562,31.0,1
18,4563,19.0,2
18,4564,14.0,4
18,4566,31.0,1
18,4567,21.0,2
18,4568,30.0,2
18,4570,17.0,2
18,4571,14.0,2
18,4572,20.0,1
18,4582,104.0,2
18,4608,7.0,1
18,4612,31.0,1
18,4616,60.0,1
18,4622,68.0,3
18,4626,2.0,4
18,4627,27.0,6
18,4634,52.0,1
18,4635,36.0,1
18,4636,22.0,2
18,4643,30.0,3
18,4644,2.0,1
18,4645,38.0,1
18,4647,8.0,2
18,4648,26.0,1
18,4651,10.0,6
18,4654,4.0,9
18,4656,4.0,1
18,4666,23.0,3
18,4668,44.0,1
18,4669,13.0,6
18,4671,20.0,1
18,4681,58.0,1
18,4706,65.0,1
18,4719,75.0,1
18,4722,78.0,5
18,4723,54.0,1
18,4725,36.0,1
18,4726,9.0,2
18,4727,25.0,3
18,4729,44.0,1
18,4734,3.0,2
18,4736,55.0,1
18,4737,17.0,4
18,4738,47.0,1
18,4742,18.0,2
18,4745,16.0,9
18,4746,18.0,2
18,4748,1.0,4
18,4753,6.0,8
18,4754,15.0,5
18,4755,10.0,4
18,4757,6.0,2
18,4758,25.0,1
18,4761,10.0,3
18,4767,17.0,1
18,4768,4.0,3
18,4769,14.0,3
18,4772,39.0,1
18,4773,34.0,1
18,4777,33.0,1
18,4778,42.0,1
18,4791,38.0,1
18,4810,21.0,1
18,4826,27.0,2
18,4828,15.0,1
18,4829,21.0,1
18,4833,26.0,1
18,4834,46.0,1
18,4838,29.0,3
18,4839,35.0,2
18,4842,10.0,4
18,4845,28.0,1
18,4846,47.0,1
18,4848,4.0,1
18,4852,8.0,2
18,4853,18.0,1
18,4855,10.0,1
18,4856,5.0,4
18,4857,13.0,1
18,4869,24.0,2
18,4870,5.0,1
18,4880,97.0,3
18,4881,55.0,1
18,4899,66.0,1
18,4933,17.0,1
18,4935,10.0,1
18,4936,24.0,1
18,4937,20.0,1
18,4938,17.0,1
18,4941,39.0,1
18,4942,20.0,4
18,4944,40.0,2
18,4945,33.0,1
18,4946,7.0,1
18,4947,21.0,5
18,4949,20.0,1
18,4950,12.0,1
18,4955,14.0,2
18,4965,10.0,2
18,4966,11.0,2
18,4968,19.0,2
18,4969,9.0,7
18,4970,10.0,4
18,4972,28.0,1
18,4973,10.0,4
18,4974,18.0,1
18,4975,16.0,4
18,4976,49.0,1
18,4978,54.0,1
18,4979,33.0,1
18,4980,87.0,1
18,4988,55.0,1
18,4998,26.0,1
18,5022,96.0,4
18,5025,37.0,2
18,5039,25.0,2
18,5042,41.0,1
18,5043,33.0,2
18,5046,22.0,5
18,5051,31.0,2
18,5063,26.0,1
18,5065,4.0,6
18,5066,9.0,2
18,5067,27.0,3
18,5068,21.0,2
18,5069,17.0,6
18,5070,23.0,2
18,5071,13.0,1
18,5072,13.0,1
18,5073,23.0,2
18,5074,9.0,4
18,5080,39.0,2
18,5134,12.0,1
18,5139,9.0,2
18,5140,13.0,2
18,5141,36.0,1
18,5142,19.0,3
18,5143,20.0,1
18,5145,2.0,4
18,5147,4.0,1
18,5148,11.0,7
18,5149,13.0,4
18,5150,11.0,4
18,5151,26.0,1
18,5152,28.0,2
18,5156,16.0,2
18,5157,13.0,1
18,5163,13.0,1
18,5165,6.0,3
18,5169,29.0,1
18,5172,14.0,1
18,5173,13.0,1
18,5181,105.0,1
18,5189,44.0,1
18,5197,52.0,1
18,5221,23.0,1
18,5222,78.0,1
18,5225,10.0,2
18,5240,20.0,1
18,5242,16.0,4
18,5243,6.0,2
18,5245,18.0,2
18,5248,18.0,2
18,5249,18.0,4
18,5250,24.0,2
18,5253,25.0,2
18,5255,2.0,3
18,5256,2.0,1
18,5257,7.0,7
18,5260,3.0,2
18,5261,9.0,1
18,5262,3.0,10
18,5263,8.0,3
18,5265,19.0,2
18,5266,5.0,3
18,5267,16.0,5
18,5268,5.0,6
18,5271,13.0,3
18,5272,29.0,2
18,5273,38.0,1
18,5274,19.0,6
18,5280,95.0,1
18,5334,7.0,3
18,5335,17.0,1
18,5339,38.0,1
18,5342,10.0,4
18,5344,26.0,3
18,5345,19.0,2
18,5347,2.0,1
18,5348,13.0,2
18,5349,21.0,1
18,5351,28.0,2
18,5352,18.0,1
18,5353,39.0,1
18,5359,9.0,3
18,5360,29.0,1
18,5361,9.0,6
18,5365,28.0,1
18,5368,36.0,2
18,5369,7.0,7
18,5371,3.0,3
18,5373,14.0,2
18,5377,47.0,1
18,5380,95.0,1
18,5408,28.0,1
18,5423,63.0,1
18,5437,27.0,3
18,5438,11.0,2
18,5448,19.0,3
18,5458,5.0,4
18,5462,27.0,2
18,5464,40.0,3
18,5465,9.0,2
18,5467,1.0,2
18,5468,24.0,3
18,5469,1.0,7
18,5471,34.0,2
18,5473,10.0,1
18,5474,18.0,2
18,5475,8.0,2
18,5478,12.0,2
18,5480,21.0,2
18,5481,56.0,5
18,5489,31.0,1
18,5523,75.0,1
18,5524,66.0,1
18,5535,25.0,2
18,5536,10.0,5
18,5541,41.0,1
18,5545,14.0,3
18,5547,18.0,8
18,5548,65.0,1
18,5550,57.0,1
18,5557,34.0,2
18,5559,11.0,5
18,5561,11.0,2
18,5564,13.0,3
18,5565,9.0,11
18,5566,15.0,1
18,5567,23.0,2
18,5568,14.0,3
18,5569,13.0,3
18,5578,5.0,1
18,5581,61.0,4
18,5592,31.0,1
18,5598,31.0,1
18,5624,55.0,1
18,5634,23.0,2
18,5644,19.0,4
18,5645,42.0,1
18,5646,35.0,2
18,5652,29.0,1
18,5653,9.0,1
18,5657,21.0,2
18,5659,12.0,3
18,5660,33.0,2
18,5661,12.0,1
18,5662,21.0,2
18,5663,38.0,3
18,5664,8.0,2
18,5665,12.0,1
18,5666,6.0,5
18,5667,15.0,2
18,5668,33.0,1
18,5669,13.0,2
18,5673,39.0,1
18,5679,16.0,5
18,5693,52.0,1
18,5699,29.0,1
18,5715,2.0,2
18,5716,9.0,1
18,5726,21.0,1
18,5731,41.0,2
18,5744,5.0,2
18,5747,39.0,1
18,5750,1.0,1
18,5753,36.0,1
18,5754,44.0,1
18,5756,18.0,1
18,5757,19.0,5
18,5761,9.0,1
18,5762,13.0,3
18,5764,21.0,3
18,5765,7.0,4
18,5766,7.0,3
18,5767,5.0,4
18,5769,33.0,1
18,5775,47.0,1
18,5781,9.0,1
18,5782,75.0,1
18,5786,7.0,1
18,5797,44.0,1
18,5798,13.0,2
18,5821,83.0,1
18,5844,5.0,2
18,5846,34.0,1
18,5847,23.0,2
18,5855,2.0,1
18,5857,17.0,2
18,5858,44.0,1
18,5859,25.0,1
18,5860,15.0,7
18,5861,21.0,3
18,5862,2.0,1
18,5863,5.0,5
18,5864,9.0,1
18,5865,18.0,2
18,5869,17.0,5
18,5871,9.0,2
18,5874,52.0,1
18,5875,20.0,2
18,5877,10.0,1
18,5878,5.0,2
18,5880,102.0,1
18,5881,87.0,1
18,5884,65.0,1
18,5925,42.0,1
18,5944,16.0,2
18,5946,21.0,5
18,5947,47.0,1
18,5951,7.0,2
18,5952,2.0,0
18,5953,9.0,1
18,5957,20.0,1
18,5960,26.0,1
18,5961,15.0,4
18,5962,5.0,1
18,5965,28.0,2
18,5966,24.0,3
18,5967,3.0,3
18,5969,28.0,5
18,5971,34.0,1
18,5973,9.0,2
18,5974,22.0,2
18,5976,20.0,4
18,5977,8.0,4
18,5978,4.0,1
18,5984,52.0,1
18,5988,26.0,2
18,5997,58.0,1
18,6020,90.0,2
18,6025,5.0,1
18,6040,39.0,1
18,6045,34.0,6
18,6046,20.0,4
18,6047,25.0,1
18,6049,8.0,2
18,6050,29.0,2
18,6052,9.0,1
18,6054,39.0,1
18,6056,2.0,1
18,6057,9.0,2
18,6058,51.0,2
18,6059,12.0,4
18,6061,34.0,1
18,6064,9.0,3
18,6065,25.0,1
18,6066,16.0,3
18,6068,16.0,5
18,6069,6.0,13
18,6080,99.0,2
18,6086,42.0,2
18,6102,25.0,1
18,6105,34.0,1
18,6119,45.0,1
18,6122,70.0,1
18,6138,33.0,1
18,6142,15.0,1
18,6148,5.0,1
18,6149,2.0,1
18,6151,5.0,1
18,6152,14.0,4
18,6153,13.0,4
18,6154,28.0,1
18,6155,38.0,3
18,6157,12.0,5
18,6163,9.0,2
18,6166,14.0,5
18,6167,11.0,7
18,6169,12.0,13
18,6171,1.0,2
18,6172,9.0,1
18,6175,29.0,2
18,6177,17.0,2
18,6179,20.0,2
18,6181,44.0,1
18,6204,25.0,3
18,6207,39.0,1
18,6208,23.0,1
18,6213,28.0,2
18,6216,31.0,1
18,6218,13.0,1
18,6230,52.0,1
18,6237,68.0,1
18,6244,43.0,3
18,6246,12.0,3
18,6249,6.0,1
18,6250,9.0,2
18,6251,18.0,1
18,6252,5.0,1
18,6253,34.0,1
18,6258,15.0,1
18,6261,5.0,2
18,6262,7.0,1
18,6263,35.0,2
18,6265,1.0,2
18,6266,10.0,3
18,6267,1.0,9
18,6268,19.0,3
18,6271,29.0,1
18,6272,31.0,2
18,6273,18.0,2
18,6276,7.0,3
18,6284,30.0,2
18,6296,21.0,1
18,6309,38.0,2
18,6311,66.0,2
18,6312,5.0,1
18,6313,34.0,1
18,6319,124.0,1
18,6321,42.0,1
18,6343,66.0,1
18,6345,5.0,9
18,6346,17.0,12
18,6347,11.0,2
18,6348,17.0,1
18,6350,2.0,1
18,6358,29.0,1
18,6363,29.0,1
18,6364,55.0,1
18,6365,15.0,1
18,6368,40.0,2
18,6369,12.0,5
18,6370,13.0,11
18,6371,4.0,5
18,6372,9.0,1
18,6375,18.0,1
18,6376,12.0,6
18,6377,23.0,1
18,6379,5.0,1
18,6384,36.0,3
18,6411,25.0,1
18,6412,16.0,2
18,6414,70.0,1
18,6421,25.0,1
18,6431,46.0,1
18,6432,36.0,1
18,6435,25.0,2
18,6437,27.0,2
18,6441,84.0,1
18,6442,87.0,1
18,6445,10.0,6
18,6447,15.0,4
18,6449,14.0,5
18,6457,22.0,4
18,6458,31.0,1
18,6459,20.0,2
18,6460,7.0,3
18,6461,36.0,2
18,6466,15.0,1
18,6468,32.0,2
18,6473,28.0,3
18,6474,50.0,2
18,6475,32.0,2
18,6481,75.0,3
18,6488,84.0,2
18,6489,75.0,2
18,6505,20.0,1
18,6515,71.0,1
18,6519,82.0,2
18,6535,31.0,1
18,6540,20.0,5
18,6543,18.0,6
18,6544,4.0,1
18,6545,9.0,2
18,6546,36.0,1
18,6548,15.0,1
18,6549,28.0,4
18,6554,12.0,6
18,6557,13.0,4
18,6558,14.0,4
18,6561,26.0,3
18,6562,8.0,6
18,6564,20.0,1
18,6570,9.0,3
18,6573,27.0,3
18,6575,17.0,4
18,6585,31.0,1
18,6618,74.0,2
18,6619,57.0,1
18,6621,78.0,1
18,6622,42.0,1
18,6632,24.0,2
18,6633,37.0,2
18,6640,25.0,1
18,6641,23.0,1
18,6642,50.0,2
18,6647,23.0,1
18,6648,17.0,4
18,6649,4.0,1
18,6650,68.0,1
18,6651,44.0,1
18,6652,29.0,1
18,6653,31.0,3
18,6654,24.0,4
18,6656,15.0,2
18,6657,10.0,1
18,6658,14.0,9
18,6659,9.0,4
18,6660,22.0,3
18,6664,12.0,3
18,6670,17.0,4
18,6673,1.0,2
18,6674,25.0,1
18,6675,17.0,3
18,6682,120.0,2
18,6684,28.0,3
18,6692,36.0,3
18,6693,25.0,2
18,6695,15.0,1
18,6719,46.0,1
18,6726,73.0,1
18,6730,41.0,1
18,6737,47.0,1
18,6741,10.0,1
18,6743,13.0,1
18,6744,42.0,1
18,6746,26.0,2
18,6747,28.0,2
18,6751,59.0,2
18,6752,36.0,3
18,6757,42.0,1
18,6760,29.0,2
18,6762,18.0,5
18,6770,16.0,3
18,6775,2.0,1
18,6776,13.0,1
18,6785,32.0,2
18,6797,44.0,1
18,6826,81.0,1
18,6835,28.0,1
18,6837,49.0,1
18,6839,23.0,2
18,6840,88.0,2
18,6843,32.0,3
18,6844,4.0,1
18,6846,12.0,1
18,6853,5.0,1
18,6855,39.0,1
18,6856,33.0,1
18,6857,31.0,1
18,6859,31.0,1
18,6860,17.0,2
18,6862,13.0,1
18,6866,10.0,1
18,6870,25.0,2
18,6875,12.0,3
18,6876,25.0,4
18,6877,67.0,2
18,6886,36.0,1
18,6908,62.0,1
18,6934,37.0,2
18,6937,25.0,1
18,6939,12.0,1
18,6940,65.0,1
18,6942,2.0,2
18,6943,54.0,1
18,6951,15.0,1
18,6952,36.0,1
18,6957,2.0,2
18,6963,58.0,1
18,6971,17.0,1
18,6976,11.0,9
18,6977,6.0,3
18,6978,72.0,3
18,6979,18.0,1
18,6997,49.0,1
18,7004,25.0,1
18,7018,66.0,2
18,7030,23.0,1
18,7031,49.0,1
18,7040,25.0,2
18,7041,54.0,1
18,7043,42.0,1
18,7056,17.0,2
18,7058,31.0,1
18,7067,21.0,1
18,7071,20.0,2
18,7078,15.0,1
18,7079,79.0,1
18,7080,44.0,1
18,7086,5.0,2
18,7097,65.0,1
18,7103,62.0,1
18,7107,55.0,1
18,7128,10.0,4
18,7129,11.0,3
18,7140,39.0,2
18,7141,9.0,2
18,7142,14.0,3
18,7154,41.0,1
18,7156,26.0,2
18,7164,50.0,2
18,7167,34.0,1
18,7175,16.0,3
18,7178,28.0,1
18,7179,26.0,1
18,7181,41.0,2
18,7202,42.0,1
18,7204,50.0,1
18,7208,99.0,1
18,7211,108.0,2
18,7217,78.0,1
18,7226,20.0,8
18,7239,76.0,1
18,7240,22.0,2
18,7255,33.0,1
18,7256,20.0,2
18,7257,70.0,1
18,7265,41.0,1
18,7279,10.0,2
18,7280,42.0,1
18,7283,2.0,2
18,7303,63.0,2
18,7314,99.0,1
18,7317,22.0,5
18,7319,73.0,1
18,7322,34.0,1
18,7338,79.0,1
18,7339,16.0,4
18,7340,13.0,1
18,7354,5.0,1
18,7355,11.0,2
18,7357,62.0,1
18,7363,7.0,2
18,7364,46.0,1
18,7371,7.0,2
18,7383,3.0,7
18,7384,25.0,1
18,7385,8.0,6
18,7391,3.0,2
18,7392,25.0,2
18,7403,57.0,1
18,7408,47.0,1
18,7409,25.0,1
18,7411,54.0,1
18,7417,43.0,4
18,7421,97.0,1
18,7423,105.0,1
18,7429,131.0,1
18,7431,102.0,1
18,7432,89.0,1
18,7438,62.0,5
18,7442,11.0,3
18,7443,5.0,1
18,7446,4.0,2
18,7449,27.0,3
18,7450,31.0,1
18,7455,1.0,2
18,7464,42.0,1
18,7465,30.0,3
18,7466,28.0,1
18,7471,5.0,2
18,7482,44.0,1
18,7484,100.0,2
18,7485,55.0,1
18,7491,17.0,1
18,7492,25.0,1
18,7494,63.0,1
18,7496,22.0,4
18,7499,47.0,1
18,7508,13.0,1
18,7517,79.0,1
18,7522,47.0,1
18,7524,62.0,1
18,7536,48.0,3
18,7537,78.0,1
18,7538,57.0,1
18,7540,39.0,2
18,7543,18.0,2
18,7556,18.0,1
18,7564,2.0,1
18,7565,29.0,2
18,7568,29.0,1
18,7577,55.0,1
18,7580,13.0,1
18,7584,75.0,2
18,7585,41.0,1
18,7609,5.0,1
18,7614,31.0,2
18,7620,28.0,1
18,7626,65.0,1
18,7635,15.0,2
18,7636,21.0,2
18,7637,4.0,1
18,7639,84.0,1
18,7642,8.0,2
18,7646,12.0,3
18,7648,23.0,1
18,7656,62.0,2
18,7657,38.0,1
18,7659,41.0,1
18,7661,10.0,1
18,7666,18.0,8
18,7672,24.0,3
18,7684,83.0,1
18,7685,25.0,1
18,7703,47.0,1
18,7709,46.0,1
18,7733,124.0,1
18,7737,38.0,1
18,7745,50.0,3
18,7746,16.0,3
18,7769,57.0,1
18,7784,60.0,1
18,7816,52.0,1
18,7817,28.0,3
18,7826,6.0,1
18,7835,41.0,2
18,7841,71.0,2
18,7842,91.0,2
18,7851,22.0,3
18,7854,56.0,2
18,7855,26.0,1
18,7860,13.0,1
18,7861,1.0,2
18,7867,15.0,2
18,7872,2.0,2
18,7888,23.0,1
18,7889,12.0,1
18,7909,26.0,1
18,7911,11.0,3
18,7913,25.0,1
18,7917,107.0,1
18,7924,41.0,1
18,7931,65.0,1
18,7967,42.0,2
18,7968,2.0,3
18,7972,21.0,1
18,7973,11.0,2
18,7983,71.0,1
18,7984,76.0,1
18,7988,20.0,1
18,7994,5.0,1
18,8005,47.0,1
18,8011,12.0,2
18,8013,29.0,1
18,8016,31.0,2
18,8030,108.0,2
18,8036,33.0,1
18,8039,41.0,1
18,8044,80.0,5
18,8051,29.0,1
18,8056,39.0,1
18,8057,52.0,1
18,8061,12.0,3
18,8062,70.0,1
18,8063,60.0,1
18,8064,18.0,1
18,8068,1.0,3
18,8073,10.0,8
18,8074,32.0,2
18,8076,47.0,1
18,8077,7.0,1
18,8084,46.0,1
18,8087,23.0,1
18,8089,7.0,1
18,8090,20.0,1
18,8092,36.0,1
