id,speed,cars
1648,32.29283157,151
1649,42.68845519,53
1650,61.28916667,6
1651,40.81935156,54
1652,24.13730954,118
1653,30.9786321,40
1654,17.11777752,168
1655,26.78610416,539
1656,36.95220872,394
1657,0,1
1659,23.92976233,88
1660,22.96899361,178
1661,31.2849023,145
1662,23.72698646,140
1663,23.50090068,128
1664,30.84106335,141
1665,26.4626049,143
1666,26.03629157,143
1667,15.17261085,213
1668,43.72011905,21
1678,14.485,2
1679,0,1
1680,28.97333333,4
1681,34.87,3
1682,17.80685606,43
1683,23.34835722,152
1684,27.50964099,165
1686,37.82,2
1692,26.53143649,93
1693,23.78867567,132
1694,33.77708333,30
1695,19.58172633,128
1696,30.98671412,47
1697,15.27944444,41
1698,46.74203704,33
1699,27.34423868,16
1706,61.155,2
1708,61.47475694,13
1709,71.615,3
1725,71.114375,6
1726,72.15166667,4
1734,43.45,1
1741,62.58777778,5
1743,22.92812359,49
1744,18.38002058,95
1745,11.57704519,243
1746,19.93792376,205
1747,28.13137432,235
1748,13.44331445,39
1749,8.62442729,177
1750,21.67569405,63
1751,35.02026878,33
1752,19.1226918,74
1753,23.18080356,93
1754,23.76248921,133
1755,27.21620234,47
1756,27.90379068,64
1767,23.66243841,147
1768,25.60261574,71
1769,3.49,25
1777,0.805,2
1778,19.045,10
1779,12.07,3
1780,37.015,5
1781,13.2775,5
1782,31.72714286,12
1783,28.92224066,93
1784,19.17098979,119
1785,22.55240038,45
1786,28.97,1
1791,15.88245253,50
1792,12.40530159,289
1793,26.40418306,76
1794,19.58058886,93
1795,24.16201389,29
1796,38.47818182,16
1797,37.05669136,23
1798,45.062,6
1807,68.4,3
1809,60.2866,13
1825,82.376875,8
1841,61.04054688,15
1842,76.7665,13
1843,21.27230709,266
1844,21.7995071,361
1845,29.3338188,24
1846,35.07406899,144
1847,30.1083348,386
1848,22.494275,122
1849,23.16108333,23
1850,13.6869223,59
1851,0,4
1852,25.2260754,54
1853,16.01179487,40
1854,33.58119212,230
1855,22.61695988,21
1866,1.61,1
1867,44.83546655,223
1868,18.29994674,50
1869,0,3
1876,32.19,1
1877,9.541428571,11
1878,11.84,16
1879,24.464,20
1880,32.42481481,15
1881,33.474,10
1882,46.67,7
1883,20.12452067,132
1884,36.03211111,37
1885,30.04333333,3
1890,11.78489583,33
1891,33.63088408,414
1892,19.2907539,182
1893,23.62910929,157
1894,22.04766667,50
1895,21.33120833,54
1896,39.890875,15
1907,57.94,1
1909,71.44979167,8
1924,73.06268519,9
1939,42.2971875,7
1940,23.73077988,151
1941,24.75259504,190
1942,28.87365439,188
1943,47.54450617,17
1944,23.68149864,183
1945,21.37608373,168
1946,25.99335701,46
1947,34.33333333,4
1948,29.01262481,56
1949,10.59416667,14
1950,26.1953125,56
1951,2.9525,16
1952,0,1
1953,28.08548148,38
1954,15.05966074,157
1955,56.34177083,14
1965,13.28229592,54
1966,3.22,12
1967,20.26743202,79
1968,0,5
1976,12.34,5
1977,22.79833333,7
1978,28.96833333,10
1981,29.55272727,40
1982,30.04333333,3
1983,29.89125297,141
1984,33.49392499,87
1985,30.04,10
1986,8.851666667,9
1990,34.43069801,165
1991,30.81330463,215
1992,21.77405072,116
1993,23.13967371,90
1994,22.83150556,55
1995,33.60145833,25
2008,15.69,10
2009,59.879625,11
2023,75.43625,10
2024,61.35625,4
2034,24.14,2
2037,10.865,20
2038,23.87591239,182
2039,25.7685512,169
2040,39.04831263,68
2041,39.89398254,30
2042,0,1
2043,0,1
2044,25.67600404,74
2045,32.04813621,251
2046,16.11728571,23
2047,17.75375,21
2048,18.57629365,176
2049,17.50309524,15
2050,26.35221074,118
2051,6.44,1
2052,0.535,6
2054,28.75612011,57
2055,43.10705531,75
2065,16.0135,11
2066,22.02897283,57
2067,24.10357306,80
2074,11.588,9
2078,45.865,2
2079,18.348,20
2080,37.55333333,3
2081,32.508,9
2082,25.21333333,4
2083,25.78352889,65
2084,27.59169424,72
2085,26.57613542,86
2086,15.29,5
2088,0,1
2089,30.55636045,72
2090,29.06885572,167
2091,27.15529803,120
2092,23.72654684,63
2093,24.1025,20
2094,26.09579167,27
2095,34.60305148,84
2096,33.25888889,12
2097,37.338,5
2098,54.3175,4
2105,0,2
2107,42.6475,4
2108,28.97,1
2109,69.56111111,7
2110,48.10265,13
2111,59.55,1
2123,71.5454321,9
2134,57.94,1
2136,92.71694444,8
2137,25.35658569,261
2138,23.54871287,51
2139,24.28727273,61
2140,28.51019611,109
2141,19.89755564,52
2142,0.805,4
2143,22.08152487,68
2144,23.25086968,148
2145,1.064982637,408
2146,41.71433426,339
2147,21.73340977,147
2148,36.53280556,27
2149,26.78794293,35
2150,39.16,3
2153,5.635,3
2154,14.485,44
2155,32.90647303,291
2156,33.8,1
2157,0,4
2165,16.095,4
2166,38.30689648,73
2173,39.912,8
2174,3.999166667,27
2178,46.67,1
2180,29.99181818,13
2181,14.485,2
2182,37.01,1
2183,30.37625,16
2184,27.21123877,151
2185,31.49108974,38
2186,14.68625,52
2187,24.07291667,17
2188,34.08041474,73
2189,32.40147535,273
2190,24.39864855,89
2191,25.25406746,65
2192,24.79458333,45
2193,22.65158333,40
2194,4.83,11
2195,27.68511905,52
2196,25.44729167,25
2198,30.58,1
2199,30.37375,5
2200,34.33333333,3
2201,65.89102414,29
2202,67.59,5
2207,30.80714286,7
2208,19.34571429,22
2209,20.92,2
2210,5.635,2
2211,63.82769531,13
2212,55.0494375,12
2222,62.62726562,17
2233,46.67,2
2235,33.84115505,63
2236,27.65433935,186
2237,31.864,5
2238,0,1
2239,20.99520504,53
2240,19.36429232,78
2241,27.37629232,169
2242,25.22459513,201
2243,1.585732478,179
2244,28.61085181,265
2245,31.52171284,286
2246,12.25656154,437
2247,17.88428867,389
2248,28.15815972,61
2249,26.55343921,68
2253,21.807,22
2254,22.30908868,56
2255,18.47357475,164
2258,30.58,1
2264,0,2
2265,0,2
2266,32.1945697,106
2267,48.01,6
2273,23.979,10
2274,0.405,4
2278,38.2225,4
2279,35.40571429,9
2280,43.45,1
2284,21.48247995,180
2285,4.8275,17
2286,30.72581218,180
2287,19.82615602,83
2288,22.01925572,178
2289,18.11111905,41
2290,17.96444776,53
2291,24.43441919,50
2292,41.2890625,12
2293,13.68,3
2294,23.5765,14
2295,37.26787037,21
2300,45.6,6
2301,40.23333333,6
2302,49.84351823,25
2303,24.66792725,34
2304,26.63607378,51
2305,33.27273511,43
2306,28.60334091,26
2307,30.77511206,60
2308,25.36659226,63
2309,35.69727273,13
2310,19.14031415,59
2311,0,1
2312,26.5034375,23
2322,68.3975,4
2330,27.7625,4
2334,31.28540243,107
2335,23.54205046,131
2336,33.91481481,13
2337,61.16,1
2338,56.33,1
2339,28.21746836,79
2340,16.39672276,186
2341,24.46726652,174
2342,19.30827341,121
2343,38.44777778,5
2344,32.19,2
2345,17.27184038,138
2346,12.44214394,271
2347,23.33772092,667
2348,17.695792,144
2349,53.49071049,67
2350,44.45875,5
2353,19.04165365,88
2354,17.94663265,22
2355,16.86013924,136
2360,48.28,1
2364,25.428,21
2365,32.455,5
2366,26.31307888,83
2367,49.71111111,10
2368,58.32447917,10
2369,45.12708333,7
2372,42.24625,8
2373,31.42638889,15
2374,46.01227273,20
2375,49.95541667,11
2376,45.06,1
2377,49.77486111,11
2378,31.02817308,26
2384,25.8049674,215
2385,26.34899711,99
2386,21.04037037,28
2387,32.12475199,148
2388,24.65944935,49
2391,18.99138035,46
2392,28.88510031,38
2393,59.81333333,4
2394,41.14733333,11
2405,64.7775,11
2406,48.88395512,24
2409,36.345,7
2410,37.32122917,25
2411,30.75666667,24
2412,28.91367284,57
2413,16.9,2
2414,0,3
2421,69.93344444,10
2422,84.28875,6
2428,30.58,2
2429,45.85325149,17
2430,53.10888889,9
2433,23.01146573,127
2434,34.62078821,107
2435,52.3,2
2436,21.34363005,31
2437,39.58095679,183
2438,30.53388889,30
2439,22.53122641,147
2440,26.57637821,102
2441,27.54278712,78
2442,22.06160921,34
2443,39.43,2
2445,28.97,2
2446,27.76021094,157
2447,7.02175,60
2448,11.80333333,21
2449,37.01333333,3
2450,39.72386172,51
2453,22.18571429,21
2454,38.355,6
2455,35.90582555,96
2456,7.106666667,18
2457,0,2
2466,45.12777066,61
2469,43.45,2
2470,48.87916667,14
2471,53.9935,11
2472,51.5,8
2476,36.19463628,22
2477,42.649,10
2478,52.36486111,16
2479,74.03,1
2483,27.38849351,136
2484,12.02740311,136
2485,25.54975,34
2486,16.82376778,225
2487,15.6389425,90
2488,7.511333333,9
2489,19.32494688,46
2492,48.12646605,22
2493,29.46333685,52
2506,49.62894676,13
2507,25.74964525,69
2508,69.02558719,26
2511,24.60074074,28
2512,25.93779788,49
2513,42.50289969,26
2514,21.995,12
2515,30.58,1
2521,66.424,9
2527,42.645,3
2528,29.97375,13
2530,53.9125,4
2531,30.82378327,61
2532,30.42770284,204
2533,37.68794924,53
2534,43.855,4
2535,20.92,10
2536,29.66112793,33
2537,32.19,4
2538,5.635,9
2539,20.85301635,73
2540,22.79833333,7
2541,27.06100589,93
2542,27.88027778,35
2543,37.82,2
2544,34.12,6
2546,53.09033867,32
2547,37.56058808,89
2548,0,1
2550,45.55818231,47
2552,0,1
2553,12.11033333,23
2554,26.31799107,34
2555,23.01875203,280
2556,12.87,1
2566,49.00139569,69
2571,36.79409091,16
2572,53.64333333,8
2577,43.45,4
2578,38.62,1
2579,51.8712037,16
2582,27.86064743,94
2583,30.01820877,109
2584,32.96924738,57
2585,28.57406892,95
2586,39.89773407,421
2587,9.040374938,100
2588,20.96237879,55
2589,20.3175,27
2591,32.86879068,34
2592,30.64071242,43
2605,75.64,1
2606,62.84015625,21
2608,38.10314815,24
2609,29.0409124,94
2610,48.34185185,11
2611,0,1
2612,33.8,1
2613,62.76,1
2614,59.54888896,30
2615,55.16527778,19
2616,59.545,7
2621,62.020375,13
2623,51.5,1
2626,37.55,4
2628,30.1735,15
2629,19.50090302,195
2630,21.83236877,167
2631,25.78341379,107
2632,37.52681818,31
2633,16.095,13
2634,21.244,5
2635,38.302,10
2636,28.90140818,30
2637,48.28,2
2638,14.8875,29
2639,23.67354968,102
2640,24.10431818,31
2641,24.039375,49
2642,16.0925,6
2644,46.67,1
2645,18.23666667,3
2646,46.67,2
2647,62.25139679,129
2650,59.81082292,19
2651,29.10833715,46
2652,11.26666667,6
2653,20.92333333,4
2654,18.03232986,57
2655,16.96130482,117
2662,45.06,1
2665,29.8217728,97
2666,28.35465278,29
2667,3.22,3
2672,57.94,1
2673,28.47956667,15
2677,48.14583333,6
2679,64.37,1
2680,32.78975,17
2681,28.25523446,70
2682,33.10668199,117
2683,14.69619149,46
2684,21.14280552,118
2685,2.416324243,243
2686,16.58935995,99
2687,10.8625,7
2688,22.97391106,107
2689,22.87163889,40
2690,22.05511445,55
2691,35.46377083,28
2693,0,1
2704,82.88166667,5
2705,65.84833333,17
2708,54.94714286,7
2710,49.187725,27
2711,26.60736549,62
2712,23.35538462,26
2713,37.55333333,4
2716,48.97743594,27
2717,75.17724702,17
2718,54.82533333,11
2720,15.55666667,21
2721,37.51091667,21
2722,43.45,2
2723,29.505,12
2724,14.485,3
2726,34.78142748,57
2727,27.40185894,179
2728,25.22792258,156
2729,35.71320638,27
2730,26.9575,7
2731,29.30375,20
2732,10.46,5
2733,30.1745,18
2734,19.33770833,18
2735,28.50459821,39
2736,24.21363636,47
2737,28.62357143,14
2738,19.63737452,137
2739,32.67794444,41
2740,12.35520659,105
2746,23.07,4
2747,27.3019835,103
2748,50.26793345,37
2749,17.70333333,4
2750,34.87,3
2751,19.17554665,151
2752,10.99777778,36
2753,22.25575171,48
2754,24.0302611,113
2755,1.340170247,337
2756,41.45952381,12
2757,47.07416667,7
2758,38.35611111,13
2765,14.81488371,105
2766,23.172,18
2772,70.81,2
2773,41.31,3
2774,38.49027778,15
2775,44.52333333,3
2777,20.46285714,9
2780,22.24121751,70
2781,28.60170858,160
2782,63.83666667,12
2783,25.09831293,116
2784,32.35479102,109
2785,28.61915664,64
2786,15.55666667,9
2787,21.16846154,27
2788,23.30480769,33
2789,23.11006331,102
2790,25.59344974,61
2801,12.37455208,62
2802,16.95266667,16
2803,62.89916667,7
2804,77.51833333,7
2807,39.425,2
2812,26.86820806,83
2813,31.57421906,37
2814,23.63516414,47
2815,23.79080247,32
2817,0.805,6
2818,25.72852083,47
2819,31.22510452,94
2820,33.16901008,170
2821,22.50019364,91
2822,25.74933333,23
2823,20.278,6
2824,3.62,3
2825,21.69041887,200
2826,29.44141822,137
2829,20.1175,4
2830,33.12583333,12
2831,28.97309028,25
2832,34.6,15
2833,29.22340909,27
2834,11.60627273,29
2835,17.99185807,33
2836,30.258,14
2837,24.14727333,39
2838,23.68631155,167
2839,21.6759375,22
2840,25.17674242,59
2847,0,1
2848,42.21238453,140
2849,45.865,2
2851,29.52875031,74
2852,22.75369869,64
2853,26.42071615,31
2854,6.973333333,5
2855,18.47140113,133
2856,22.73695458,82
2857,3.6225,18
2859,42.33361111,12
2860,53.915,4
2865,13.49204866,98
2866,16.9,2
2871,56.325,2
2872,45.06,1
2875,35.98722222,15
2876,22.08444444,19
2877,19.4102399,66
2879,22.54432516,93
2880,40.52202527,133
2881,59.01,3
2882,25.72533225,134
2883,32.49644352,81
2884,20.7087026,129
2885,27.38276525,101
2886,17.40858252,63
2887,27.3155094,79
2889,48.28,3
2890,11.30732578,145
2891,27.35777778,27
2900,18.505,3
2901,23.335,4
2902,30.72179973,55
2903,85.10655556,20
2907,60.95375,5
2914,29.06817056,76
2915,29.00962047,113
2916,31.89680556,23
2917,39.54285714,9
2918,0,4
2919,37.819,8
2920,29.89360542,132
2921,18.24186548,153
2922,20.61979167,25
2923,32.07142857,16
2924,16.56289539,231
2925,26.32727194,38
2929,20.11666667,11
2930,6.736025641,25
2931,26.93066667,25
2932,28.00333333,33
2933,28.96535606,96
2934,38.86806548,33
2935,23.81693418,92
2936,24.005,18
2937,30.02583968,192
2938,27.74835938,29
2939,25.67682181,62
2941,0,1
2942,0,2
2948,31.7167203,165
2949,33.75604643,157
2950,18.5075,6
2952,10.32875505,94
2954,9.66,1
2955,13.05828074,328
2956,22.68652667,113
2957,12.07,2
2960,46.06625,6
2961,28.06444444,23
2962,38.95231481,15
2963,34.60071429,9
2964,39.16111111,10
2965,28.26451396,140
2971,61.16,1
2975,20.92,1
2976,27.97627446,49
2979,23.45226335,184
2981,23.73602887,109
2982,22.06207158,52
2983,17.99041151,105
2984,23.00009028,44
2985,40.6375,5
2986,12.42377425,50
2987,37.79484375,23
2988,28.57505952,52
2989,39.96540895,25
2990,28.32897436,31
2991,26.24917224,71
3000,18.5075,6
3001,58.66283333,10
3002,37.79515152,14
3007,49.89,2
3014,39.69666667,4
3015,29.377775,39
3016,27.81949816,78
3017,24.67021288,58
3018,33.70611111,15
3019,10.22643653,75
3020,20.76265455,58
3021,28.02833333,27
3022,28.94463296,97
3023,22.86516656,139
3024,22.79535941,207
3029,19.5125,6
3030,25.75,12
3031,39.128125,13
3032,22.70392857,16
3033,12.87333333,36
3034,21.60078125,56
3035,37.70571429,19
3036,30.62125597,161
3037,39.17284565,243
3038,23.62467803,66
3039,18.88766592,120
3040,3.809312169,31
3049,30.25794269,123
3050,40.50617991,52
3052,34.49372148,83
3053,0,2
3055,20.5528014,59
3056,21.73386961,162
3061,1.61,5
3063,54.74866512,21
3064,9.369871014,226
3065,30.22472026,81
3070,49.89,2
3075,59.34375,6
3076,39.48266667,22
3078,18.59242593,24
3079,32.91136681,143
3080,45.12242135,59
3081,21.11568166,120
3082,18.65274274,105
3083,25.82539399,77
3084,20.4931746,64
3085,24.41,6
3086,21.19,11
3087,31.34275,10
3088,31.56031528,86
3089,28.43,3
3090,33.59375,14
3091,31.00952881,74
3094,32.99,10
3099,8.046666667,5
3100,31.38,6
3101,69.2,1
3106,70.81,1
3107,65.98,2
3114,37.014,5
3115,39.268,24
3116,21.727,14
3117,31.03412858,211
3118,13.79942821,172
3119,27.61735358,103
3120,22.81666667,66
3121,37.43185185,15
3122,18.105,25
3123,18.31776172,294
3124,23.43510922,50
3129,9.655,6
3130,21.725,16
3131,32.89469697,18
3132,23.10325854,43
3133,33.10981481,19
3134,35.1017447,64
3135,31.321625,35
3136,24.2446169,82
3137,21.61703834,69
3138,21.10296529,112
3139,30.41532814,85
3140,14.17457031,44
3149,28.2435,34
3150,26.30753213,128
3152,33.48388021,34
3153,26.76835486,50
3154,10.86,8
3155,29.7725,12
3156,33.7549912,227
3157,3.4225,11
3162,77.65,5
3163,48.33542882,26
3164,30.57666667,5
3165,32.63054821,49
3169,56.32666667,3
3170,64.37,1
3174,61.155,4
3175,70.27666667,4
