id,speed,cars
3754,0.0,0
3760,58.0,1
3763,30.0,2
3764,0.0,1
3765,25.0,4
3769,0.0,0
3772,0.0,1
3774,66.0,2
3775,50.0,1
3782,77.0,2
3821,75.0,1
3827,28.0,1
3830,12.0,1
3832,46.0,1
3833,29.0,1
3835,31.0,1
3838,0.0,0
3848,5.0,3
3849,0.0,1
3850,0.0,0
3855,26.0,1
3856,4.0,4
3859,32.0,4
3860,27.0,4
3861,15.0,2
3862,29.0,2
3863,23.0,2
3866,47.0,1
3867,28.0,1
3869,24.0,2
3870,42.0,1
3872,35.0,1
3882,65.0,1
3885,26.0,1
3921,95.0,1
3929,0.0,1
3931,33.0,1
3933,62.0,2
3935,0.0,0
3936,0.0,1
3941,0.0,0
3942,0.0,1
3945,0.0,1
3947,8.0,4
3958,5.0,1
3963,21.0,2
3964,0.0,4
3965,38.0,1
3967,0.0,1
3968,0.0,0
3970,0.0,1
3971,21.0,2
4021,103.0,2
4034,0.0,1
4035,0.0,3
4038,0.0,1
4041,55.0,1
4042,0.0,0
4043,7.0,1
4050,0.0,1
4054,0.0,2
4058,0.0,0
4059,0.0,1
4070,29.0,3
4125,41.0,1
4127,12.0,2
4128,15.0,1
4130,38.0,1
4131,52.0,1
4136,33.0,3
4137,38.0,7
4138,0.0,1
4140,18.0,1
4143,10.0,1
4144,47.0,1
4145,63.0,1
4148,5.0,1
4150,13.0,1
4151,23.0,1
4152,26.0,1
4153,49.0,1
4154,10.0,2
4156,11.0,3
4157,44.0,1
4158,0.0,1
4159,60.0,1
4161,0.0,1
4163,38.0,3
4168,39.0,1
4171,26.0,2
4172,49.0,1
4174,57.0,1
4182,92.0,1
4183,95.0,1
4185,0.0,1
4228,21.0,1
4229,42.0,1
4230,41.0,1
4237,2.0,1
4238,57.0,1
4245,49.0,1
4249,33.0,1
4252,0.0,0
4256,36.0,1
4257,8.0,1
4259,0.0,1
4262,0.0,1
4264,55.0,1
4265,46.0,2
4266,0.0,2
4272,3.0,4
4283,58.0,1
4327,26.0,1
4329,37.0,3
4335,58.0,1
4341,46.0,4
4342,40.0,4
4344,38.0,2
4345,12.0,1
4348,29.0,1
4349,51.0,2
4351,0.0,0
4353,14.0,1
4354,38.0,1
4356,20.0,1
4359,46.0,1
4366,23.0,1
4367,22.0,2
4368,0.0,0
4370,1.0,1
4371,0.0,1
4372,2.0,4
4373,0.0,0
4381,46.0,3
4427,21.0,1
4428,46.0,1
4429,17.0,1
4438,70.0,1
4442,24.0,3
4443,25.0,2
4444,19.0,2
4445,33.0,1
4447,9.0,1
4448,9.0,4
4457,21.0,1
4458,0.0,1
4459,29.0,1
4460,26.0,3
4461,0.0,3
4462,0.0,1
4463,47.0,1
4466,39.0,1
4468,17.0,1
4470,5.0,5
4471,0.0,2
4473,0.0,1
4528,52.0,1
4529,55.0,1
4532,66.0,1
4544,31.0,1
4546,7.0,1
4547,26.0,1
4548,13.0,1
4550,17.0,2
4551,13.0,2
4552,0.0,1
4553,0.0,1
4554,28.0,1
4556,33.0,2
4557,22.0,3
4559,4.0,1
4563,42.0,1
4564,20.0,3
4565,14.0,2
4566,12.0,1
4568,11.0,2
4581,89.0,1
4622,99.0,1
4626,36.0,1
4627,24.0,7
4632,51.0,3
4634,10.0,1
4638,39.0,1
4642,31.0,1
4645,20.0,1
4646,0.0,2
4647,22.0,3
4651,0.0,0
4654,11.0,3
4655,52.0,1
4658,49.0,1
4659,11.0,2
4660,23.0,1
4662,13.0,3
4664,55.0,2
4666,34.0,1
4667,33.0,1
4668,33.0,2
4669,0.0,2
4678,0.0,1
4722,60.0,4
4723,76.0,1
4725,47.0,1
4726,4.0,1
4727,7.0,7
4728,20.0,1
4731,0.0,0
4732,28.0,3
4735,46.0,1
4736,32.0,2
4742,0.0,0
4747,0.0,1
4749,26.0,1
4750,8.0,3
4752,0.0,1
4753,5.0,2
4758,15.0,2
4759,13.0,2
4760,28.0,1
4761,31.0,1
4762,0.0,1
4764,0.0,1
4765,18.0,1
4768,0.0,1
4769,38.0,2
4773,49.0,1
4776,0.0,1
4777,0.0,1
4780,83.0,1
4781,87.0,1
4819,0.0,0
4821,57.0,1
4822,94.0,1
4825,16.0,1
4826,36.0,1
4829,33.0,1
4831,0.0,1
4832,39.0,1
4834,8.0,3
4835,38.0,1
4840,3.0,5
4841,0.0,0
4842,28.0,2
4845,52.0,1
4846,36.0,1
4849,4.0,3
4850,0.0,1
4851,21.0,2
4857,18.0,1
4858,20.0,2
4860,17.0,3
4866,0.0,1
4867,20.0,1
4869,0.0,1
4870,13.0,1
4871,9.0,4
4880,83.0,1
4881,73.0,1
4926,36.0,1
4929,0.0,1
4934,0.0,4
4935,42.0,1
4937,30.0,2
4942,12.0,1
4960,17.0,3
4962,50.0,1
4967,2.0,1
4969,17.0,2
4971,0.0,0
4972,25.0,2
4973,0.0,0
4974,36.0,2
4975,36.0,1
4976,50.0,1
4978,45.0,2
4979,75.0,3
4982,68.0,1
4984,92.0,1
4988,58.0,2
4989,29.0,1
5005,55.0,1
5025,25.0,1
5034,57.0,1
5035,34.0,1
5039,13.0,3
5041,0.0,1
5042,0.0,0
5046,0.0,1
5048,42.0,1
5055,5.0,1
5056,21.0,1
5062,13.0,4
5064,9.0,2
5065,24.0,3
5066,29.0,2
5068,10.0,2
5069,8.0,4
5070,0.0,1
5071,18.0,3
5072,16.0,2
5073,0.0,1
5117,54.0,1
5125,43.0,2
5127,38.0,1
5134,47.0,1
5139,25.0,1
5142,7.0,2
5144,0.0,2
5145,9.0,5
5148,42.0,1
5149,25.0,1
5150,12.0,1
5152,0.0,1
5155,0.0,1
5156,4.0,4
5159,18.0,1
5162,31.0,1
5163,26.0,1
5165,0.0,0
5166,5.0,2
5168,7.0,1
5169,0.0,2
5172,44.0,1
5173,17.0,1
5175,12.0,1
5180,68.0,1
5189,0.0,1
5191,39.0,1
5225,4.0,1
5236,42.0,3
5240,15.0,1
5241,0.0,0
5242,3.0,3
5243,18.0,1
5244,2.0,1
5245,13.0,2
5247,12.0,3
5248,3.0,5
5249,21.0,1
5253,0.0,0
5254,23.0,1
5255,0.0,1
5256,1.0,4
5257,0.0,1
5258,20.0,1
5259,0.0,0
5260,18.0,3
5261,18.0,3
5262,5.0,3
5263,18.0,1
5265,18.0,5
5266,16.0,2
5267,0.0,1
5269,0.0,1
5270,0.0,0
5271,26.0,3
5281,108.0,1
5303,44.0,1
5323,128.0,1
5339,26.0,1
5343,0.0,1
5348,11.0,4
5350,3.0,1
5351,0.0,4
5353,0.0,0
5355,17.0,1
5357,14.0,2
5358,9.0,3
5360,7.0,1
5361,0.0,1
5363,33.0,1
5364,0.0,0
5365,9.0,2
5367,38.0,1
5369,26.0,1
5370,18.0,1
5371,36.0,2
5375,14.0,2
5377,46.0,1
5380,105.0,1
5389,0.0,1
5390,20.0,1
5391,4.0,1
5423,94.0,1
5431,4.0,1
5432,2.0,1
5436,0.0,2
5438,7.0,4
5442,25.0,1
5444,31.0,2
5445,14.0,2
5448,17.0,3
5452,2.0,1
5453,9.0,1
5456,4.0,1
5457,0.0,2
5458,0.0,0
5461,26.0,2
5462,0.0,1
5464,26.0,1
5465,17.0,2
5466,2.0,1
5468,21.0,4
5469,0.0,1
5470,40.0,2
5473,0.0,1
5475,5.0,1
5478,15.0,1
5479,37.0,3
5480,11.0,7
5481,3.0,1
5482,26.0,1
5483,7.0,1
5484,29.0,1
5485,51.0,2
5489,43.0,3
5511,70.0,1
5523,108.0,1
5536,40.0,2
5538,3.0,4
5543,0.0,1
5546,47.0,1
5547,34.0,1
5551,26.0,3
5553,0.0,1
5557,46.0,1
5559,20.0,1
5562,0.0,1
5563,21.0,1
5567,29.0,4
5568,0.0,2
5569,9.0,2
5570,0.0,1
5573,23.0,1
5592,46.0,2
5625,0.0,1
5628,49.0,1
5636,0.0,0
5637,34.0,1
5642,0.0,1
5644,18.0,4
5649,0.0,0
5653,49.0,1
5659,0.0,2
5662,28.0,1
5663,42.0,1
5664,0.0,1
5665,0.0,2
5666,0.0,1
5667,14.0,2
5669,4.0,3
5675,14.0,6
5679,23.0,1
5681,90.0,2
5715,0.0,1
5727,0.0,0
5730,55.0,1
5731,23.0,1
5744,15.0,3
5747,0.0,1
5753,7.0,1
5757,0.0,3
5758,7.0,1
5762,35.0,2
5763,10.0,5
5766,21.0,3
5767,11.0,2
5768,5.0,3
5769,39.0,1
5770,25.0,1
5775,15.0,3
5777,0.0,1
5779,5.0,2
5796,17.0,1
5799,46.0,1
5815,26.0,1
5816,21.0,3
5821,99.0,2
5826,0.0,1
5829,55.0,1
5831,58.0,1
5835,52.0,1
5840,0.0,0
5844,10.0,2
5845,28.0,1
5847,29.0,2
5852,0.0,1
5857,29.0,2
5859,29.0,1
5862,44.0,1
5863,0.0,1
5864,20.0,2
5865,31.0,1
5866,29.0,3
5867,9.0,2
5868,25.0,1
5872,12.0,2
5873,23.0,2
5875,22.0,2
5879,0.0,1
5886,0.0,1
5916,0.0,0
5921,115.0,1
5932,68.0,1
5938,9.0,2
5944,28.0,2
5946,0.0,1
5957,14.0,3
5959,0.0,1
5961,33.0,5
5962,30.0,2
5964,31.0,1
5965,0.0,3
5966,26.0,1
5967,26.0,1
5968,0.0,3
5969,39.0,1
5973,20.0,1
5975,10.0,1
5976,0.0,2
5977,15.0,2
6016,39.0,1
6025,49.0,2
6036,2.0,2
6040,39.0,1
6044,15.0,1
6045,75.0,1
6050,0.0,0
6051,25.0,1
6055,39.0,1
6057,0.0,1
6058,0.0,1
6059,0.0,2
6060,10.0,2
6061,41.0,1
6062,22.0,3
6065,2.0,3
6066,31.0,1
6068,4.0,4
6069,18.0,3
6071,30.0,2
6072,0.0,1
6073,10.0,2
6074,27.0,2
6078,39.0,1
6079,42.0,1
6080,97.0,3
6114,0.0,1
6116,31.0,1
6119,95.0,3
6121,31.0,1
6138,57.0,1
6139,18.0,1
6140,32.0,2
6144,59.0,2
6145,33.0,3
6148,0.0,0
6149,21.0,2
6150,14.0,4
6151,21.0,3
6155,46.0,1
6162,0.0,6
6163,18.0,5
6166,0.0,1
6169,13.0,7
6170,11.0,3
6175,29.0,2
6176,17.0,4
6177,18.0,3
6178,0.0,2
6179,14.0,3
6180,92.0,1
6186,60.0,1
6194,44.0,1
6206,31.0,1
6219,0.0,1
6220,54.0,1
6221,60.0,1
6237,28.0,2
6240,0.0,0
6244,0.0,0
6245,0.0,0
6246,17.0,2
6247,33.0,1
6248,47.0,2
6251,0.0,1
6252,18.0,1
6260,0.0,0
6261,39.0,1
6263,35.0,3
6264,15.0,1
6266,17.0,2
6268,17.0,1
6271,39.0,1
6273,25.0,1
6274,25.0,3
6276,38.0,1
6282,22.0,2
6283,64.0,3
6296,38.0,1
6301,26.0,1
6318,0.0,0
6335,0.0,1
6345,12.0,4
6346,8.0,3
6347,0.0,2
6348,54.0,3
6349,4.0,1
6352,0.0,1
6360,21.0,2
6362,0.0,1
6363,25.0,1
6364,17.0,2
6367,33.0,1
6368,0.0,1
6369,36.0,3
6371,23.0,1
6372,13.0,1
6373,13.0,3
6375,42.0,1
6381,97.0,2
6431,10.0,2
6434,0.0,0
6438,7.0,2
6440,0.0,1
6442,55.0,1
6445,4.0,3
6446,52.0,1
6448,38.0,3
6449,16.0,2
6453,38.0,1
6457,0.0,0
6460,0.0,1
6461,26.0,4
6463,52.0,2
6464,40.0,4
6466,44.0,1
6468,4.0,2
6469,9.0,1
6472,29.0,1
6473,0.0,1
6474,52.0,1
6476,27.0,2
6481,25.0,1
6488,66.0,1
6489,0.0,2
6504,55.0,2
6515,76.0,1
6519,91.0,2
6531,27.0,2
6533,3.0,1
6534,0.0,0
6541,56.0,2
6543,23.0,2
6544,35.0,4
6547,0.0,1
6548,0.0,1
6549,32.0,3
6551,0.0,1
6556,41.0,1
6558,0.0,0
6559,19.0,2
6560,38.0,1
6561,17.0,4
6562,24.0,2
6564,0.0,0
6565,20.0,1
6566,0.0,1
6569,12.0,1
6570,16.0,2
6575,0.0,4
6604,0.0,0
6617,86.0,1
6620,108.0,1
6621,46.0,1
6623,104.0,2
6624,86.0,1
6632,54.0,1
6634,13.0,2
6638,73.0,1
6640,55.0,2
6647,44.0,1
6651,58.0,2
6653,13.0,5
6654,48.0,2
6655,41.0,1
6656,40.0,3
6657,24.0,3
6658,14.0,6
6659,12.0,6
6660,0.0,1
6662,0.0,0
6663,33.0,1
6667,17.0,5
6670,5.0,2
6672,23.0,1
6673,31.0,1
6675,36.0,1
6683,50.0,1
6684,0.0,1
6692,31.0,1
6695,0.0,1
6696,0.0,2
6697,25.0,1
6719,75.0,1
6734,13.0,1
6740,0.0,1
6741,52.0,1
6743,0.0,0
6753,36.0,1
6759,38.0,1
6762,4.0,1
6770,9.0,1
6775,25.0,3
6776,75.0,1
6782,92.0,1
6805,0.0,0
6819,99.0,1
6828,66.0,1
6835,46.0,1
6843,0.0,1
6853,31.0,1
6857,34.0,1
6859,29.0,2
6861,24.0,2
6862,7.0,4
6863,0.0,2
6870,2.0,1
6876,34.0,1
6878,79.0,1
6882,103.0,2
6884,57.0,1
6929,0.0,0
6943,0.0,2
6950,2.0,1
6951,0.0,0
6952,19.0,3
6953,31.0,1
6954,21.0,1
6955,0.0,1
6957,17.0,1
6959,47.0,3
6967,34.0,1
6970,4.0,1
6976,0.0,1
6977,14.0,2
6982,121.0,1
6984,0.0,1
6985,0.0,0
7028,0.0,2
7029,0.0,1
7032,0.0,0
7040,84.0,1
7050,0.0,1
7056,9.0,2
7058,58.0,1
7059,32.0,3
7063,79.0,1
7064,50.0,1
7071,0.0,3
7075,12.0,1
7078,33.0,1
7079,25.0,2
7083,128.0,1
7127,41.0,1
7129,0.0,1
7140,82.0,3
7141,0.0,5
7142,15.0,1
7161,23.0,1
7162,0.0,1
7164,0.0,2
7165,41.0,1
7166,21.0,2
7171,34.0,2
7172,0.0,1
7178,21.0,1
7186,52.0,1
7202,31.0,1
7204,50.0,1
7208,105.0,1
7210,123.0,1
7212,112.0,1
7213,92.0,1
7218,49.0,1
7223,0.0,0
7224,0.0,0
7225,0.0,0
7226,0.0,1
7255,33.0,1
7261,0.0,2
7263,0.0,8
7265,16.0,1
7268,38.0,1
7271,2.0,1
7279,25.0,2
7281,49.0,1
7283,6.0,2
7284,83.0,2
7317,46.0,1
7318,49.0,1
7339,94.0,1
7342,46.0,1
7344,4.0,1
7349,26.0,1
7350,46.0,1
7356,55.0,1
7360,0.0,1
7361,41.0,1
7364,26.0,1
7369,60.0,1
7371,33.0,2
7375,42.0,1
7379,0.0,1
7381,42.0,1
7382,44.0,3
7383,16.0,2
7384,59.0,4
7385,29.0,1
7386,37.0,2
7388,60.0,1
7391,25.0,1
7392,34.0,1
7398,0.0,1
7421,102.0,1
7422,99.0,2
7424,92.0,1
7431,95.0,1
7433,124.0,1
7438,79.0,1
7442,18.0,1
7443,44.0,1
7444,0.0,0
7445,0.0,12
7455,0.0,1
7464,0.0,1
7465,57.0,1
7474,50.0,1
7478,0.0,1
7481,33.0,2
7485,40.0,3
7496,68.0,1
7506,1.0,1
7513,0.0,0
7514,55.0,1
7521,0.0,0
7534,107.0,1
7535,83.0,1
7536,87.0,2
7537,84.0,2
7538,63.0,3
7544,42.0,1
7555,20.0,1
7556,0.0,2
7559,28.0,1
7564,8.0,3
7566,0.0,0
7567,52.0,1
7568,0.0,0
7572,0.0,1
7587,57.0,1
7601,66.0,1
7608,26.0,1
7613,0.0,1
7614,36.0,1
7620,46.0,1
7639,83.0,1
7642,39.0,1
7643,46.0,1
7650,0.0,1
7660,27.0,2
7661,0.0,1
7665,0.0,1
7666,7.0,1
7678,15.0,1
7684,70.0,1
7716,82.0,4
7734,84.0,2
7740,106.0,2
7747,20.0,3
7753,14.0,1
7766,50.0,1
7768,17.0,1
7769,0.0,0
7770,42.0,1
7772,44.0,1
7784,70.0,1
7786,54.0,1
7788,7.0,1
7809,24.0,2
7811,0.0,1
7831,66.0,1
7841,108.0,3
7842,99.0,1
7853,33.0,1
7854,81.0,1
7861,17.0,1
7865,36.0,1
7866,19.0,3
7867,46.0,1
7871,41.0,1
7872,28.0,1
7883,86.0,1
7886,0.0,0
7888,6.0,2
7912,34.0,2
7921,0.0,3
7931,108.0,5
7942,103.0,1
7943,97.0,2
7951,25.0,1
7952,20.0,2
7953,55.0,3
7957,49.0,1
7961,0.0,0
7973,22.0,2
7974,0.0,1
7979,34.0,1
7983,83.0,1
7985,0.0,0
7988,18.0,2
7989,12.0,1
7994,2.0,0
8009,41.0,1
8020,4.0,2
8030,103.0,2
8045,124.0,1
8049,0.0,1
8051,44.0,1
8052,29.0,1
8053,38.0,1
8055,0.0,1
8057,54.0,1
8061,35.0,2
8066,25.0,1
8067,49.0,1
8072,13.0,1
8073,38.0,1
8075,30.0,2
8077,49.0,1
8082,26.0,1
8083,0.0,1
8084,95.0,1
8085,58.0,2
8087,0.0,0
8088,0.0,0
8089,23.0,2
8094,52.0,1
8100,29.0,1
8108,12.0,1
8110,11.0,1
8112,39.0,1
8115,79.0,1
8128,87.0,2
8132,49.0,1
8136,0.0,1
8138,0.0,1
8145,86.0,1
8146,111.0,2
8151,17.0,2
8152,5.0,0
8155,0.0,1
8161,24.0,2
8163,60.0,1
8167,57.0,2
8170,31.0,1
8174,7.0,1
8175,0.0,0
8177,28.0,2
8178,54.0,1
8180,4.0,2
8185,63.0,3
8200,71.0,1
8206,55.0,1
8208,25.0,1
8210,0.0,1
8211,20.0,1
8227,99.0,1
8232,18.0,1
8242,0.0,0
8247,83.0,1
8248,103.0,4
8250,0.0,1
8251,46.0,1
8254,7.0,1
8268,0.0,0
8269,21.0,1
8272,21.0,2
8280,4.0,1
8281,0.0,1
8291,33.0,1
8292,50.0,1
8293,0.0,2
8295,33.0,2
8308,9.0,2
8309,0.0,1
8310,46.0,1
8326,107.0,1
8332,0.0,1
8337,58.0,1
8339,0.0,1
8348,120.0,1
8350,45.0,2
8351,71.0,2
8358,21.0,1
8360,54.0,1
8362,13.0,1
8365,0.0,2
8368,0.0,1
8369,44.0,3
8371,0.0,1
8372,0.0,0
8376,12.0,1
8384,68.0,1
8393,38.0,1
8402,12.0,1
8408,0.0,1
8411,44.0,1
8413,0.0,2
8424,116.0,2
8437,33.0,1
8452,51.0,3
8453,62.0,1
8461,0.0,1
8472,9.0,2
8474,29.0,1
8475,0.0,0
8478,44.0,1
8487,65.0,1
8493,62.0,1
8504,55.0,1
8505,39.0,1
8512,0.0,2
8513,34.0,1
8551,39.0,1
8552,100.0,1
8554,63.0,1
8556,63.0,1
8557,0.0,1
8559,21.0,1
8562,26.0,1
8571,41.0,1
8576,0.0,1
8591,83.0,1
8593,96.0,2
8594,67.0,2
8596,120.0,1
8602,0.0,0
8605,0.0,1
8606,13.0,1
8608,18.0,1
8616,48.0,2
8631,33.0,1
8649,0.0,6
8650,75.0,1
8651,79.0,1
8653,0.0,0
8654,103.0,2
8655,16.0,2
8660,4.0,0
8671,12.0,2
8672,0.0,0
8674,20.0,1
8688,34.0,1
8708,50.0,1
8728,50.0,1
8730,22.0,2
8737,22.0,2
8739,0.0,1
8741,79.0,2
8749,60.0,1
8755,103.0,2
8759,2.0,1
8773,0.0,1
8776,32.0,2
8802,0.0,1
8816,83.0,2
8829,65.0,1
8835,13.0,1
8857,102.0,3
8858,120.0,1
8860,0.0,0
8870,38.0,1
8871,14.0,2
8872,49.0,1
8873,23.0,1
8874,0.0,0
8875,29.0,1
8901,38.0,1
8903,14.0,1
8909,0.0,1
8910,0.0,0
8916,2.0,1
8918,94.0,2
8942,25.0,2
8944,25.0,1
8946,83.0,1
8952,29.0,1
8953,34.0,1
8954,21.0,2
8960,112.0,1
8962,46.0,1
8963,54.0,2
8969,63.0,1
8971,95.0,1
8972,0.0,0
8973,34.0,1
8974,15.0,2
9008,44.0,1
9009,54.0,1
9012,28.0,1
9017,17.0,1
9030,20.0,1
9033,42.0,1
9034,15.0,1
9037,0.0,0
9039,0.0,1
9044,0.0,1
9062,99.0,1
9064,55.0,1
9066,56.0,3
9070,28.0,1
9072,34.0,1
9074,0.0,0
9075,28.0,1
9082,21.0,3
9083,84.0,1
9086,19.0,2
9087,23.0,1
9088,28.0,1
9107,65.0,1
9113,36.0,1
9148,12.0,1
9151,79.0,1
9166,0.0,1
9170,48.0,2
9173,68.0,1
9174,108.0,1
9175,58.0,3
9178,29.0,1
9186,4.0,1
9214,95.0,3
9215,79.0,1
9248,46.0,1
9264,0.0,1
9266,20.0,1
9267,0.0,4
9269,18.0,1
9270,0.0,1
9275,2.0,1
9276,60.0,3
9277,41.0,4
9278,92.0,1
9283,39.0,1
9284,0.0,1
9313,115.0,1
9326,0.0,1
9348,50.0,1
9365,36.0,1
9377,68.0,2
9380,102.0,1
9381,102.0,1
9383,110.0,2
9402,11.0,2
9412,0.0,1
9451,0.0,0
9452,79.0,1
9454,15.0,1
9469,0.0,2
9470,0.0,0
9477,0.0,1
9481,0.0,0
9485,73.0,1
9511,103.0,1
9551,55.0,1
9553,75.0,1
9554,54.0,2
9563,0.0,1
9565,17.0,1
9567,25.0,0
9577,41.0,3
9606,38.0,1
9623,44.0,1
9654,70.0,1
9665,0.0,0
9666,0.0,0
9667,6.0,0
9669,31.0,1
9677,30.0,3
9678,97.0,1
9679,70.0,1
9708,92.0,1
9717,62.0,1
9722,42.0,1
9723,0.0,0
9730,23.0,1
9731,0.0,1
9750,0.0,0
9755,44.0,1
9756,79.0,1
9757,0.0,1
9768,13.0,2
9777,71.0,1
9820,0.0,1
9854,4.0,1
9856,91.0,1
9859,81.0,1
9870,5.0,1
9872,18.0,2
9906,15.0,1
9918,50.0,1
9920,7.0,1
9921,33.0,1
9922,36.0,1
9940,0.0,0
9951,23.0,2
9955,60.0,1
9956,79.0,1
9958,34.0,1
9970,1.0,3
